REG0,REG1,REG2,REG3,REG4,REG5,REG6
0,255,0,24,15,32,85,
0,0,0,28,48,34,84,
255,0,255,16,242,47,84,
0,255,255,20,15,47,84,
0,255,0,24,30,32,85,
0,0,0,16,0,33,85,
255,255,0,20,255,32,85,
0,0,255,24,32,47,86,
0,0,255,28,32,47,85,
255,0,0,16,242,32,86,
0,0,0,24,0,32,84,
255,255,0,28,239,32,85,
0,0,255,16,33,47,85,
0,0,255,20,2,47,84,
0,0,0,24,0,33,85,
0,0,0,16,0,33,85,
0,0,0,20,48,32,85,
255,255,0,24,254,32,85,
0,255,0,28,15,32,85,
255,0,255,16,240,47,85,
0,0,255,24,1,47,85,
0,0,0,28,0,32,85,
0,0,0,16,1,32,85,
0,0,255,20,17,47,84,
255,0,0,24,226,33,84,
255,255,0,16,255,32,85,
255,255,0,20,255,32,85,
0,255,0,24,31,32,85,
0,0,0,28,0,32,85,
255,0,0,16,242,32,86,
0,0,0,24,16,32,86,
0,0,0,28,0,32,84,
255,255,0,16,253,32,85,
0,0,0,20,1,33,85,
255,0,0,24,209,33,85,
255,255,0,16,255,33,85,
0,0,0,20,2,32,85,
0,255,0,24,15,33,84,
0,0,0,28,0,33,83,
255,255,0,16,191,32,85,
255,0,255,24,240,47,85,
0,0,0,28,1,33,85,
0,0,0,16,0,33,85,
0,0,255,20,17,47,85,
0,255,0,24,31,32,85,
0,0,0,16,0,33,84,
0,255,0,20,30,33,84,
255,0,0,24,224,32,85,
255,0,0,28,224,33,85,
0,255,0,16,15,34,85,
255,0,0,24,242,33,84,
255,255,0,28,238,34,84,
0,255,255,16,30,47,85,
255,0,0,20,224,32,85,
0,0,0,24,16,32,85,
0,255,0,16,15,33,85,
255,0,0,20,240,32,84,
0,255,255,24,30,47,86,
255,255,0,28,254,34,84,
255,0,0,16,208,32,85,
0,0,0,24,32,32,84,
0,255,255,28,46,47,85,
255,0,255,16,242,47,86,
255,0,0,20,240,32,85,
0,0,255,24,0,47,85,
0,255,0,16,15,32,84,
0,255,0,20,31,32,85,
0,255,0,24,15,32,85,
0,0,0,28,16,33,84,
255,255,0,16,223,33,85,
255,0,255,24,240,47,85,
255,0,0,28,241,32,85,
255,0,0,16,225,33,84,
0,0,255,20,32,46,85,
0,255,0,24,46,32,85,
0,0,0,16,0,32,85,
255,0,255,20,225,47,85,
255,0,0,24,241,34,85,
0,0,0,28,1,32,85,
0,255,0,16,15,32,84,
0,0,255,24,19,47,85,
0,0,255,28,1,47,85,
0,0,255,16,0,47,85,
0,255,255,20,46,47,85,
255,0,0,24,240,32,85,
255,0,255,16,240,47,84,
0,0,0,20,16,33,85,
0,0,0,24,16,33,84,
255,255,0,28,254,32,85,
255,0,255,16,241,47,85,
255,255,255,24,255,47,85,
0,0,255,28,32,47,84,
0,0,255,16,0,47,84,
0,0,255,20,2,47,85,
255,255,255,24,239,47,85,
0,255,0,16,29,32,85,
255,0,0,20,240,33,84,
255,0,0,24,209,32,85,
0,255,255,28,15,47,85,
0,0,255,16,1,47,85,
255,0,0,24,240,32,85,
255,0,255,28,240,46,85,
0,255,255,16,30,47,84,
0,0,0,20,32,32,85,
255,0,0,24,240,32,85,
255,255,0,16,255,32,85,
0,0,0,20,0,32,84,
255,0,0,24,208,33,85,
255,255,0,28,253,32,85,
0,0,0,16,0,32,85,
0,255,0,24,31,32,85,
255,0,0,28,224,32,85,
0,255,0,16,31,32,85,
0,255,255,20,13,47,85,
255,255,0,24,255,32,85,
255,255,0,16,221,32,84,
0,255,0,20,14,32,85,
0,255,255,24,29,47,85,
255,255,0,28,255,32,85,
0,0,0,16,17,32,85,
0,0,0,24,32,32,85,
0,255,255,28,31,46,84,
0,0,0,16,32,32,85,
0,255,0,20,45,33,85,
255,255,0,24,255,32,85,
255,255,0,16,252,33,83,
255,0,0,20,225,32,85,
0,255,0,24,13,33,85,
0,0,0,28,0,32,85,
255,0,0,16,240,32,85,
255,255,0,24,255,32,85,
255,0,0,28,242,32,85,
255,0,0,16,241,34,84,
0,255,0,20,31,32,86,
0,255,0,24,15,32,84,
0,255,0,16,47,32,85,
0,0,255,20,0,47,84,
0,255,255,24,13,47,85,
0,255,0,28,14,32,84,
0,0,0,16,2,32,84,
255,255,0,24,253,33,85,
0,0,0,28,0,32,85,
0,255,0,16,30,33,85,
0,0,0,20,16,33,85,
0,0,0,24,33,32,84,
255,0,0,16,240,32,85,
255,0,0,20,240,32,84,
0,0,0,24,0,32,85,
0,0,0,28,0,32,85,
255,0,0,16,241,32,84,
0,0,0,24,0,32,85,
255,0,255,28,241,47,85,
0,255,255,16,15,47,85,
0,255,0,20,31,33,84,
255,0,255,24,240,47,84,
0,0,0,16,18,32,85,
255,0,0,20,224,32,85,
255,0,255,24,208,47,84,
0,0,255,28,1,47,85,
255,255,0,16,255,33,85,
255,0,0,24,224,33,85,
0,255,0,28,31,33,85,
0,0,0,16,16,32,85,
0,255,255,20,14,47,84,
0,255,0,24,29,32,84,
255,255,0,16,255,33,85,
0,255,0,20,13,32,85,
255,255,0,24,237,33,85,
0,255,0,28,14,33,84,
255,0,0,16,224,33,86,
0,0,0,24,48,32,86,
255,255,0,28,255,33,85,
255,0,0,16,241,32,85,
255,255,0,20,255,32,85,
0,255,0,24,13,33,86,
0,0,0,16,0,32,86,
255,255,255,20,254,47,85,
0,0,0,24,17,32,85,
0,0,0,28,0,32,85,
255,0,0,16,224,32,84,
0,255,0,24,45,33,86,
255,0,0,28,224,32,84,
0,0,0,16,51,33,85,
255,255,0,20,238,32,85,
255,255,255,24,255,47,84,
0,255,0,16,46,32,85,
255,0,0,20,240,32,86,
0,255,0,24,15,32,85,
0,0,0,28,65,33,86,
0,255,0,16,13,32,84,
255,0,255,24,224,47,85,
0,255,0,28,13,32,85,
0,0,0,16,0,32,84,
0,0,0,20,0,32,85,
0,255,0,24,15,32,85,
0,0,255,16,33,47,84,
0,0,255,20,0,47,84,
0,255,0,24,15,33,84,
0,0,0,28,48,33,85,
0,0,0,16,17,32,85,
255,0,0,24,224,32,84,
0,255,0,28,14,32,84,
255,0,0,16,241,32,85,
0,0,0,20,1,33,84,
255,255,255,24,255,47,85,
255,255,0,16,255,32,84,
255,0,0,20,241,32,85,
0,0,0,24,17,32,85,
0,0,0,28,0,32,86,
255,0,0,16,240,32,85,
0,0,0,24,16,32,85,
0,255,0,28,15,32,85,
0,255,255,16,30,46,85,
255,255,0,20,255,32,85,
255,0,0,24,240,32,85,
255,0,0,16,193,33,85,
0,0,0,20,0,32,84,
0,0,0,24,0,32,85,
0,0,255,28,17,47,85,
0,255,255,16,31,47,84,
255,0,255,24,241,47,85,
0,0,0,28,17,32,85,
255,255,0,16,223,32,85,
255,0,255,20,240,47,85,
255,0,255,24,224,47,85,
255,255,0,16,254,32,85,
0,0,0,20,33,32,85,
0,255,255,24,15,47,85,
0,0,0,28,0,32,85,
0,0,255,16,0,47,85,
255,255,0,24,255,32,85,
0,0,255,28,16,47,85,
0,0,255,16,1,47,85,
0,0,0,20,16,33,86,
255,0,0,24,240,32,85,
0,0,0,16,18,32,85,
255,0,0,20,225,32,85,
255,0,0,24,241,33,84,
255,0,0,28,208,33,85,
0,0,0,16,48,32,85,
0,0,0,24,18,32,85,
255,0,255,28,240,47,85,
0,255,0,16,30,32,85,
0,255,0,20,30,32,85,
255,0,0,24,243,32,84,
255,255,0,16,239,32,85,
0,255,0,20,15,33,84,
0,0,0,24,16,32,85,
255,0,0,28,240,32,84,
0,0,0,16,18,32,85,
0,255,0,24,47,33,86,
0,255,0,28,15,32,85,
0,255,0,16,15,32,84,
0,0,0,20,17,32,84,
0,255,0,24,31,32,84,
0,255,0,16,15,32,85,
255,255,0,20,239,33,85,
0,0,255,24,17,47,84,
0,0,0,28,32,32,84,
0,0,255,16,16,47,85,
0,0,255,24,2,47,84,
0,0,255,28,18,47,85,
255,0,0,16,224,32,85,
255,255,0,20,221,32,85,
0,255,0,24,31,32,85,
255,0,255,16,240,47,85,
0,0,0,20,16,32,86,
255,0,255,24,241,47,84,
255,0,0,28,224,33,84,
0,255,0,16,63,32,85,
255,255,255,24,239,47,84,
0,0,0,28,17,32,85,
0,0,0,16,2,32,85,
255,255,0,20,253,33,85,
255,255,0,24,255,32,84,
0,0,0,16,18,32,85,
255,0,0,20,240,32,85,
255,255,0,24,239,33,85,
0,0,0,28,0,32,85,
0,255,0,16,15,33,85,
0,0,0,24,0,32,85,
255,255,0,28,255,32,85,
255,0,0,16,208,32,85,
255,255,0,20,255,33,84,
0,0,0,24,0,32,85,
0,0,255,16,0,47,84,
255,0,0,20,240,33,85,
0,0,0,24,33,32,85,
255,255,255,28,238,47,85,
255,255,0,16,255,32,84,
0,0,0,24,17,33,84,
0,255,0,28,31,32,85,
0,0,255,16,17,47,85,
0,255,0,20,13,33,85,
255,0,0,24,177,33,86,
0,255,0,16,15,33,85,
0,0,0,20,1,33,85,
0,0,0,24,0,33,85,
0,0,255,28,1,47,85,
255,255,0,16,253,32,85,
0,0,0,24,49,32,85,
0,0,0,28,17,32,86,
0,255,0,16,31,32,85,
0,0,0,20,0,32,85,
0,255,0,24,31,32,84,
0,255,0,16,47,32,85,
0,255,0,20,14,32,86,
0,0,0,24,16,32,85,
255,0,0,28,225,33,85,
0,0,0,16,1,32,85,
0,0,0,24,0,32,85,
255,0,0,28,225,32,85,
255,0,0,16,240,33,84,
0,0,0,20,0,32,85,
0,0,255,24,1,47,85,
255,255,0,16,255,32,84,
0,255,0,20,15,33,85,
0,255,0,24,31,32,86,
0,0,0,28,48,32,86,
255,255,0,16,239,33,85,
0,0,0,24,17,32,85,
0,255,255,28,47,47,85,
0,0,0,16,17,32,86,
0,0,0,20,16,32,84,
0,255,0,24,15,33,84,
255,0,255,16,224,47,84,
255,255,0,20,239,32,85,
0,255,255,24,62,47,85,
0,0,0,28,16,32,85,
0,0,255,16,2,47,85,
0,0,0,24,0,33,84,
0,0,0,28,0,32,85,
255,255,0,16,255,32,85,
255,0,0,20,240,32,84,
0,0,0,24,17,33,85,
0,255,0,16,30,33,84,
255,255,0,20,239,32,85,
255,0,0,24,192,32,85,
0,0,0,28,32,32,86,
255,0,0,16,240,32,85,
0,0,0,24,16,33,85,
255,255,0,28,237,32,84,
0,0,255,16,32,47,84,
0,255,255,20,14,46,85,
0,0,255,24,0,47,85,
0,255,0,16,31,32,84,
0,255,0,20,31,33,85,
0,0,0,24,1,33,84,
255,0,0,28,226,32,85,
255,255,0,16,255,32,85,
255,0,0,24,224,33,85,
0,255,0,28,14,33,85,
0,255,0,16,15,32,85,
0,255,0,20,31,32,84,
0,0,255,24,0,47,84,
255,0,0,16,240,32,84,
255,0,0,20,225,32,85,
255,255,0,24,239,33,84,
255,255,0,28,255,33,85,
0,0,0,16,0,32,85,
255,255,0,24,255,33,85,
255,0,0,28,241,32,84,
0,0,255,16,33,47,84,
255,0,0,20,226,33,86,
0,0,255,24,0,47,85,
255,255,0,16,223,32,84,
255,255,255,20,253,47,85,
255,0,0,24,240,32,85,
0,0,255,28,48,47,86,
0,255,255,16,63,46,84,
0,0,0,24,0,32,85,
255,0,0,28,240,32,84,
0,0,0,16,32,33,84,
255,255,0,20,255,32,85,
0,255,255,24,47,47,85,
0,255,0,16,31,32,84,
255,255,0,20,239,32,85,
0,255,0,24,47,32,85,
0,0,0,28,16,33,84,
255,255,0,16,238,32,84,
0,0,255,24,3,47,85,
255,0,0,28,224,32,85,
255,255,255,16,254,46,85,
0,0,0,20,17,32,84,
255,0,0,24,240,32,84,
255,0,0,16,208,32,85,
255,255,0,20,255,32,85,
0,255,0,24,30,33,85,
255,0,0,28,240,33,85,
255,255,0,16,255,32,84,
0,0,0,24,1,32,85,
255,255,0,28,223,32,85,
0,255,0,16,15,32,84,
0,0,255,20,0,47,84,
0,255,0,24,14,32,85,
0,0,0,16,1,32,85,
255,0,0,20,226,34,85,
0,255,0,24,31,32,85,
255,0,255,28,240,47,85,
0,255,0,16,15,33,84,
0,0,255,24,1,47,84,
0,0,0,28,2,33,85,
0,255,0,16,47,32,84,
0,255,0,20,31,33,84,
255,0,0,24,209,32,85,
0,255,255,16,31,47,85,
0,255,0,20,47,32,84,
255,255,255,24,239,47,84,
0,0,255,28,1,47,85,
0,0,0,16,17,33,85,
255,0,0,24,240,32,84,
0,0,0,28,0,33,84,
0,255,0,16,14,32,86,
255,255,0,20,239,33,85,
255,255,0,24,252,32,84,
255,0,0,16,240,32,85,
0,255,0,20,14,32,85,
255,255,255,24,239,47,85,
0,255,0,28,47,32,85,
0,255,255,16,14,47,85,
255,0,0,24,240,32,84,
0,0,255,28,32,47,85,
0,0,0,16,16,32,85,
0,255,0,20,14,32,85,
0,255,0,24,15,32,85,
0,0,0,16,16,33,85,
0,0,0,20,1,32,85,
255,0,0,24,209,32,85,
0,255,0,28,30,33,84,
255,255,255,16,254,47,84,
255,0,0,24,241,33,84,
0,255,0,28,15,32,85,
255,0,0,16,208,33,85,
255,0,255,20,241,47,84,
255,0,255,24,240,47,84,
0,255,255,16,14,47,85,
255,0,0,20,240,33,85,
0,0,0,24,0,33,85,
0,0,0,28,1,32,85,
255,0,0,16,225,33,85,
255,255,0,24,254,33,85,
0,0,0,28,17,32,85,
0,255,0,16,15,32,84,
255,255,0,20,255,33,86,
0,0,0,24,32,32,85,
255,255,0,16,255,32,85,
255,0,0,20,240,33,85,
0,255,0,24,14,32,85,
255,0,0,28,240,33,85,
0,0,0,16,2,33,85,
0,0,0,24,0,32,85,
0,0,0,28,18,32,86,
0,0,0,16,0,33,85,
255,255,0,20,253,32,85,
0,0,0,24,0,32,84,
0,0,255,16,18,47,85,
255,0,0,20,240,32,84,
255,0,0,24,241,32,85,
0,255,0,28,14,32,85,
255,0,0,16,240,34,85,
0,255,255,24,15,47,85,
255,0,255,28,241,47,84,
0,255,0,16,15,33,85,
0,0,0,20,34,32,85,
0,0,255,24,49,47,85,
0,0,0,16,32,32,84,
0,0,0,20,32,32,85,
0,255,255,24,31,47,85,
0,255,255,28,15,47,85,
0,255,0,16,15,32,85,
0,0,0,24,16,32,85,
255,0,0,28,240,32,85,
0,0,0,16,2,32,84,
255,0,0,20,224,32,85,
0,0,0,24,33,32,85,
255,255,0,16,238,32,85,
0,0,0,20,0,32,85,
0,255,0,24,30,33,84,
0,255,0,28,12,33,84,
0,0,0,16,32,33,85,
255,255,0,24,255,34,85,
0,0,0,28,16,32,85,
255,255,255,16,253,47,84,
0,0,255,20,1,47,85,
0,255,0,24,15,34,85,
0,0,0,16,2,33,84,
0,0,0,20,16,32,85,
255,0,0,24,241,32,84,
0,0,0,28,33,33,84,
255,0,0,16,224,32,85,
0,255,0,24,15,32,85,
0,0,0,28,0,32,84,
255,255,0,16,239,33,84,
255,255,0,20,254,33,84,
255,0,255,24,208,47,84,
0,255,255,16,30,47,85,
255,255,0,20,254,33,85,
0,0,0,24,34,33,85,
255,0,0,28,224,32,85,
0,0,0,16,2,32,84,
0,255,0,24,47,33,84,
255,255,0,28,254,33,85,
255,255,0,16,255,32,85,
0,0,0,20,17,32,85,
255,255,0,24,238,32,85,
255,255,0,16,253,32,85,
255,0,0,20,240,32,84,
255,255,255,24,223,47,85,
0,255,0,28,15,32,84,
0,255,0,16,31,32,84,
255,0,0,24,240,32,85,
255,255,0,28,255,32,85,
0,0,0,16,18,32,85,
0,0,0,20,16,33,85,
255,255,0,24,255,32,85,
0,255,0,16,13,32,85,
255,0,0,20,224,32,85,
255,0,0,24,242,33,84,
0,255,0,28,14,33,85,
0,255,255,16,15,47,85,
255,255,0,24,255,33,85,
0,0,0,28,0,33,84,
0,255,0,16,15,32,86,
0,0,255,20,18,47,84,
0,0,0,24,1,33,84,
0,0,0,16,3,32,85,
255,0,255,20,192,47,85,
0,0,0,24,32,33,85,
255,255,0,28,239,32,84,
0,255,0,16,31,32,85,
255,0,0,24,240,33,85,
0,255,0,28,12,32,86,
255,0,0,16,240,33,84,
0,255,0,20,13,33,85,
255,0,0,24,242,33,85,
0,0,0,16,17,32,85,
255,0,0,20,240,32,85,
0,255,255,24,31,47,85,
0,255,0,28,15,33,84,
0,255,0,16,15,32,84,
255,0,0,24,208,32,84,
0,255,0,28,30,33,85,
0,0,0,16,0,34,85,
0,0,0,20,2,32,85,
0,0,0,24,0,34,85,
0,255,255,16,14,46,85,
255,0,255,20,241,47,84,
255,0,0,24,225,32,84,
255,0,255,28,224,47,85,
255,0,0,16,208,32,84,
255,255,0,24,254,34,84,
0,255,0,28,15,32,85,
0,255,0,16,31,32,84,
255,255,0,20,254,33,85,
0,255,0,24,15,32,85,
0,0,255,16,1,46,85,
0,0,0,20,0,34,84,
0,0,255,24,19,47,84,
0,255,255,28,15,47,85,
0,255,255,16,15,47,85,
0,0,255,24,18,47,84,
0,255,0,28,29,32,86,
0,0,0,16,1,33,85,
0,255,0,20,30,32,84,
255,0,0,24,225,33,84,
0,0,0,16,0,33,86,
0,0,0,20,0,32,84,
255,0,0,24,225,32,85,
255,0,0,28,240,32,84,
0,255,0,16,31,32,85,
0,0,255,24,1,47,85,
0,255,0,28,46,33,85,
255,0,255,16,242,46,85,
0,0,255,20,0,46,85,
255,255,0,24,252,33,85,
255,255,255,16,255,47,85,
0,255,0,20,63,32,84,
255,0,0,24,240,32,85,
255,0,0,28,241,33,85,
0,0,0,16,17,32,86,
255,255,0,24,255,32,85,
0,255,255,28,14,47,85,
0,0,0,16,1,33,85,
255,255,0,20,238,33,85,
255,0,0,24,242,32,86,
0,255,0,16,14,32,85,
255,0,255,20,240,47,85,
0,255,0,24,46,32,85,
0,255,255,28,15,46,85,
0,0,0,16,1,32,85,
0,0,0,24,0,32,85,
255,0,0,28,242,32,85,
255,0,0,16,225,33,85,
0,255,0,20,30,34,85,
0,0,255,24,1,46,84,
255,0,255,16,224,47,85,
0,255,0,20,15,33,84,
0,0,0,24,32,32,85,
0,0,255,28,0,47,85,
255,0,0,16,242,33,85,
0,255,0,24,31,32,85,
0,255,255,28,15,47,85,
255,0,0,16,240,32,85,
0,255,0,20,15,32,85,
255,0,0,24,224,33,84,
255,0,0,16,225,33,85,
255,255,0,20,239,32,85,
0,0,0,24,50,33,85,
0,0,0,28,0,32,84,
0,255,0,16,13,32,84,
255,0,0,24,240,33,85,
255,0,0,28,243,33,85,
0,0,0,16,2,32,84,
0,0,0,20,0,33,84,
0,255,0,24,30,33,84,
0,255,0,16,15,32,85,
0,0,0,20,1,33,85,
0,0,0,24,1,33,85,
255,0,0,28,224,33,85,
255,0,0,16,240,33,84,
0,255,0,24,14,33,85,
255,255,0,28,223,32,84,
0,255,0,16,30,33,84,
255,0,0,20,224,32,84,
255,0,0,24,241,33,85,
0,0,255,16,0,47,85,
255,255,0,20,255,33,85,
0,255,0,24,47,32,85,
0,0,255,28,1,47,84,
0,255,0,16,31,33,86,
0,0,0,24,1,32,84,
0,0,255,28,18,47,85,
0,0,0,16,32,33,85,
0,0,0,20,16,32,86,
255,0,0,24,209,32,84,
0,255,255,16,15,47,85,
0,255,0,20,46,32,85,
255,0,0,24,240,33,85,
0,255,0,28,15,32,86,
255,255,0,16,255,33,85,
255,0,0,24,240,32,84,
0,0,0,28,17,33,85,
0,0,0,16,0,32,84,
255,0,0,20,240,33,84,
0,255,0,24,15,32,85,
0,0,0,16,1,32,86,
0,0,0,20,17,32,85,
255,255,0,24,254,32,85,
0,0,0,28,0,33,85,
0,255,255,16,14,47,84,
255,0,0,24,240,32,85,
0,0,0,28,1,32,84,
0,0,255,16,0,47,85,
0,255,0,20,15,32,85,
0,255,255,24,31,47,85,
0,0,0,16,64,33,84,
255,0,0,20,224,32,84,
0,255,0,24,79,33,84,
0,0,0,28,17,33,85,
0,255,0,16,15,33,84,
0,255,0,24,15,33,85,
0,0,255,28,0,46,85,
0,0,0,16,33,32,84,
0,0,0,20,16,33,85,
0,0,255,24,0,47,84,
255,255,255,16,239,47,85,
0,255,0,20,14,32,85,
0,255,255,24,14,47,85,
0,0,255,28,16,46,85,
255,0,0,16,240,32,85,
0,0,255,24,32,46,84,
0,0,0,28,2,32,85,
255,255,0,16,255,33,85,
255,0,0,20,226,32,84,
0,0,255,24,16,47,84,
0,0,0,16,0,32,85,
0,255,255,20,30,47,84,
0,0,0,24,0,32,84,
255,255,0,28,238,32,85,
255,0,0,16,225,32,85,
255,255,0,24,237,32,84,
0,255,0,28,29,32,84,
0,255,0,16,15,32,85,
255,0,255,20,224,47,84,
0,255,255,24,15,47,86,
0,0,0,16,1,32,86,
255,255,0,20,223,32,84,
255,255,0,24,238,33,84,
0,255,0,28,47,32,84,
0,0,0,16,1,32,86,
0,255,0,24,14,32,85,
255,255,255,28,253,47,85,
255,255,0,16,255,33,85,
0,0,0,20,1,32,85,
255,255,0,24,238,32,84,
255,0,255,16,240,47,84,
255,255,0,20,237,32,85,
255,255,0,24,239,32,84,
255,255,0,28,255,32,84,
0,0,0,16,0,32,84,
0,0,0,24,2,33,84,
255,255,0,28,255,33,85,
255,255,0,16,223,32,86,
0,0,255,20,2,47,86,
0,255,0,24,15,32,84,
255,0,0,16,240,33,85,
255,0,255,20,240,47,85,
0,0,0,24,0,32,84,
255,0,0,28,241,32,85,
0,255,0,16,46,34,84,
255,0,255,24,225,47,85,
255,255,0,28,255,32,85,
0,255,0,16,15,32,84,
255,0,0,20,208,32,85,
255,0,255,24,226,47,85,
0,0,255,16,32,47,85,
0,0,0,20,3,34,85,
0,255,0,24,15,32,85,
0,0,0,28,33,32,85,
0,255,0,16,29,33,85,
0,0,255,24,16,47,84,
0,0,0,28,16,32,85,
0,0,0,16,0,34,84,
0,255,0,20,14,32,85,
255,0,0,24,208,32,85,
0,255,0,16,14,32,84,
0,255,0,20,63,33,85,
0,255,0,24,31,32,85,
255,0,255,28,240,47,84,
255,255,0,16,238,32,85,
0,255,0,24,31,33,84,
255,255,0,28,239,33,84,
255,0,0,16,224,32,85,
0,255,0,20,15,32,85,
0,255,0,24,15,33,85,
0,255,0,16,31,33,85,
255,255,0,20,239,32,84,
0,255,0,24,14,33,84,
0,0,0,28,1,32,85,
255,0,255,16,240,46,84,
255,0,0,24,240,32,84,
0,0,0,28,16,32,85,
0,255,0,16,15,32,85,
0,0,0,20,0,33,85,
255,0,0,24,240,34,85,
255,0,0,16,225,33,84,
255,255,0,20,254,32,84,
255,0,0,24,241,33,85,
255,255,0,28,255,32,85,
255,0,255,16,226,47,86,
0,255,0,24,31,33,86,
255,255,0,28,254,32,85,
0,255,0,16,28,32,85,
255,255,0,20,253,32,85,
0,0,0,24,1,33,85,
0,0,0,16,0,32,86,
0,255,0,20,15,32,85,
0,0,0,24,17,32,84,
0,0,0,28,65,32,85,
0,0,0,16,16,32,84,
0,0,255,24,32,47,85,
255,0,0,28,240,33,85,
0,0,0,16,16,32,84,
0,255,0,20,15,34,85,
0,255,0,24,14,32,85,
0,255,255,16,15,47,85,
255,255,0,20,254,32,85,
0,255,0,24,31,33,85,
0,0,0,28,2,32,84,
0,255,0,16,15,32,84,
0,0,0,24,16,33,85,
0,255,0,28,15,33,86,
0,255,0,16,14,33,85,
255,255,0,20,238,32,84,
0,0,255,24,1,47,85,
255,255,0,16,239,32,85,
0,255,0,20,14,32,85,
255,0,0,24,224,33,85,
0,0,0,28,16,33,85,
255,0,255,16,243,47,85,
255,0,255,24,224,47,85,
0,255,0,28,31,33,84,
255,0,255,16,241,47,85,
0,0,255,20,17,47,85,
0,0,0,24,32,33,84,
0,255,255,16,15,47,84,
0,255,0,20,15,32,84,
0,255,0,24,13,32,85,
255,255,0,28,239,33,84,
0,255,0,16,15,33,85,
0,0,0,24,33,33,85,
0,0,0,28,1,32,85,
0,255,0,16,15,32,84,
255,0,0,20,241,32,84,
0,255,0,24,15,32,85,
255,255,0,16,255,32,85,
0,0,255,20,17,47,84,
0,255,0,24,15,33,86,
255,255,0,28,223,32,84,
0,0,0,16,32,33,84,
255,0,255,24,224,47,84,
0,255,0,28,30,32,85,
255,255,0,16,239,32,84,
255,0,0,20,240,32,86,
0,0,0,24,16,32,84,
255,0,255,16,241,47,84,
0,255,0,20,31,32,85,
255,255,0,24,253,33,85,
0,0,0,28,0,32,85,
255,0,0,16,240,32,84,
255,0,0,24,208,33,85,
255,255,0,28,255,32,86,
255,255,0,16,254,33,85,
0,255,0,20,61,32,84,
0,0,255,24,16,47,85,
0,0,0,16,33,32,85,
0,0,0,20,0,33,85,
255,255,255,24,255,47,85,
0,255,0,28,46,33,84,
0,0,0,16,1,32,84,
0,0,0,24,0,32,85,
0,0,0,28,0,33,85,
0,255,0,16,15,32,85,
0,0,255,20,19,47,85,
255,0,255,24,240,47,85,
0,0,0,16,0,32,84,
255,0,0,20,240,32,85,
0,0,0,24,16,32,85,
0,0,0,28,0,33,85,
0,255,0,16,14,32,85,
0,255,0,24,29,33,84,
0,255,0,28,15,32,85,
255,255,0,16,239,32,85,
0,255,0,20,15,32,85,
0,0,0,24,0,33,84,
255,255,0,16,255,32,86,
0,0,0,20,0,32,85,
255,255,0,24,255,32,85,
0,255,255,28,31,47,85,
255,0,0,16,240,32,86,
255,0,0,24,240,32,84,
0,0,0,28,33,32,85,
0,0,0,16,33,32,84,
0,0,0,20,32,32,85,
0,255,0,24,15,32,84,
0,0,255,16,2,47,84,
0,255,0,20,62,32,85,
0,255,0,24,47,33,85,
255,0,0,28,224,33,85,
0,0,0,16,2,32,85,
255,255,255,24,223,47,84,
255,0,0,28,225,33,85,
255,0,255,16,208,47,85,
255,255,0,20,239,32,84,
0,0,0,24,0,33,85,
0,0,0,16,0,32,86,
255,0,0,20,240,33,84,
0,0,0,24,17,32,85,
255,0,255,28,225,47,84,
0,255,0,16,14,33,85,
0,0,255,24,1,47,85,
0,0,0,28,0,32,85,
255,255,0,16,252,33,85,
0,255,0,20,30,32,85,
255,0,0,24,226,32,85,
255,0,0,16,240,32,85,
255,0,0,20,240,33,85,
0,0,0,24,2,33,85,
0,255,0,28,15,32,84,
255,255,0,16,255,33,83,
0,0,0,24,16,33,85,
0,255,0,28,14,32,84,
0,255,255,16,31,47,85,
0,0,0,20,1,32,84,
0,0,0,24,0,32,85,
0,255,255,16,47,47,84,
255,0,0,20,226,33,85,
255,0,255,24,240,47,85,
255,0,255,28,241,46,84,
255,0,255,16,241,47,86,
255,255,255,24,254,47,85,
0,255,0,28,62,32,85,
0,0,0,16,19,32,84,
0,255,0,20,31,32,85,
255,0,0,24,240,32,84,
0,0,255,16,18,47,84,
255,0,0,20,240,32,86,
0,0,0,24,18,33,84,
0,255,255,28,31,47,85,
0,255,0,16,13,32,85,
255,255,0,24,255,32,84,
0,0,0,28,16,33,84,
0,255,0,16,14,32,84,
0,255,0,20,15,32,85,
0,0,0,24,17,33,84,
255,255,0,16,239,32,85,
0,255,0,20,14,32,84,
255,255,0,24,254,32,85,
0,0,0,28,0,33,85,
0,255,0,16,15,32,85,
0,255,0,24,15,32,85,
0,255,0,28,47,32,85,
255,255,0,16,255,33,85,
0,255,0,20,47,32,85,
0,0,0,24,1,33,84,
0,255,0,16,31,32,85,
0,255,0,20,47,32,86,
255,255,255,24,255,46,85,
0,0,0,28,1,32,84,
0,0,255,16,0,47,84,
0,0,0,24,0,33,85,
255,0,0,28,225,32,85,
0,0,0,16,1,32,84,
0,255,0,20,31,32,84,
0,0,0,24,32,32,85,
255,0,0,16,226,32,84,
0,0,255,20,0,46,84,
0,0,0,24,0,32,85,
0,0,0,28,32,32,85,
255,0,0,16,208,32,85,
0,0,0,24,17,33,84,
0,255,0,28,15,33,85,
255,255,255,16,239,47,85,
255,255,0,20,254,33,84,
0,255,0,24,15,32,85,
0,0,0,16,1,32,85,
0,255,255,20,31,47,85,
255,255,0,24,223,33,85,
255,255,0,28,255,33,85,
255,0,0,16,240,32,84,
0,0,0,24,17,32,84,
